engine_id,cycle,sensor2,sensor3,sensor4,sensor6,sensor7,sensor8,sensor9,sensor11,sensor12,sensor13,sensor14,sensor15,sensor17,sensor20,sensor21
33,37,641.870,1588.530,1403.800,21.610,554.750,2388.010,9056.580,47.250,522.890,2387.940,8143.310,8.353,392.000,38.990,23.398
33,38,641.600,1589.540,1390.760,21.610,554.280,2388.020,9057.820,47.080,522.020,2388.010,8141.480,8.401,390.000,38.990,23.405
33,39,642.400,1574.810,1400.980,21.610,554.800,2388.010,9066.050,46.970,522.800,2387.990,8141.830,8.377,393.000,38.910,23.575
33,40,642.400,1576.280,1393.050,21.610,554.220,2387.980,9062.380,47.160,522.640,2388.030,8146.420,8.403,391.000,39.170,23.422
33,41,642.270,1584.620,1397.320,21.610,554.060,2387.970,9064.370,47.230,522.620,2387.980,8145.790,8.401,390.000,39.120,23.432
33,42,641.960,1587.840,1401.250,21.610,554.210,2388.000,9056.350,47.000,522.680,2388.030,8145.740,8.381,391.000,39.000,23.430
33,43,642.160,1581.260,1392.660,21.610,554.740,2388.020,9066.340,47.080,522.830,2387.970,8145.160,8.401,391.000,38.880,23.510
33,44,642.020,1585.530,1394.830,21.610,554.530,2387.980,9065.130,47.100,521.850,2388.000,8150.670,8.386,392.000,38.960,23.432
33,45,642.180,1579.230,1397.560,21.610,554.520,2388.020,9065.030,47.210,522.920,2388.000,8148.390,8.385,392.000,39.010,23.391
33,46,641.920,1590.060,1400.340,21.600,554.720,2387.970,9065.260,47.070,522.850,2387.990,8148.920,8.385,392.000,38.970,23.445
33,47,642.020,1583.190,1396.420,21.610,554.550,2388.060,9059.280,47.080,522.900,2388.000,8142.980,8.423,390.000,39.010,23.464
33,48,642.110,1578.650,1397.550,21.610,554.120,2388.030,9064.340,47.420,522.620,2388.040,8142.100,8.383,391.000,38.980,23.505
33,49,641.870,1581.410,1401.230,21.610,554.020,2388.010,9063.850,47.180,522.580,2388.080,8143.750,8.395,391.000,39.010,23.405
33,50,642.020,1584.530,1405.070,21.610,553.930,2388.000,9063.770,47.080,522.350,2387.990,8145.330,8.397,392.000,39.070,23.522
33,51,642.070,1576.200,1406.530,21.610,554.250,2388.020,9060.910,47.210,522.100,2387.970,8144.150,8.371,391.000,39.210,23.329
33,52,642.270,1587.580,1394.060,21.610,554.400,2387.980,9059.610,46.920,521.900,2388.020,8141.700,8.442,392.000,38.950,23.455
33,53,642.000,1581.900,1402.880,21.600,554.050,2388.040,9057.540,47.130,521.780,2388.000,8144.600,8.418,392.000,39.070,23.402
33,54,642.100,1582.750,1396.310,21.600,554.730,2388.030,9058.170,47.140,522.240,2387.970,8138.870,8.394,392.000,39.010,23.310
33,55,642.090,1588.870,1392.600,21.610,555.320,2387.980,9060.190,47.250,522.430,2388.020,8142.290,8.405,391.000,38.990,23.289
33,56,641.620,1587.930,1403.260,21.610,554.420,2387.940,9061.670,47.140,522.650,2387.960,8144.150,8.381,392.000,39.110,23.411
33,57,642.450,1572.760,1401.240,21.610,554.760,2387.990,9066.350,47.190,522.380,2387.980,8147.420,8.413,391.000,39.270,23.380
33,58,642.230,1583.800,1399.630,21.610,554.040,2387.990,9069.020,47.110,522.440,2388.000,8143.500,8.394,391.000,39.140,23.501
33,59,642.160,1588.270,1394.980,21.610,554.090,2388.020,9056.560,47.260,522.360,2387.980,8147.200,8.394,392.000,39.210,23.443
33,60,642.500,1585.650,1392.730,21.610,555.110,2388.010,9061.670,47.150,522.050,2388.020,8149.720,8.370,393.000,39.000,23.375
33,61,642.100,1582.950,1401.520,21.610,554.550,2388.040,9064.150,47.330,522.690,2388.010,8147.380,8.392,392.000,39.120,23.337
33,62,642.190,1590.180,1396.740,21.610,554.060,2388.020,9060.390,47.270,522.300,2387.950,8151.070,8.359,391.000,38.940,23.415
33,63,642.530,1587.110,1394.360,21.600,554.490,2388.010,9062.640,47.170,522.760,2387.970,8146.110,8.401,392.000,39.040,23.360
33,64,642.090,1588.640,1393.610,21.610,554.030,2388.010,9066.170,47.120,522.110,2388.020,8146.190,8.408,393.000,38.870,23.444
33,65,642.490,1580.960,1403.850,21.610,554.170,2388.010,9059.150,47.150,522.360,2388.050,8140.820,8.413,390.000,38.900,23.435
33,66,642.990,1582.590,1399.580,21.610,554.150,2387.980,9052.160,47.170,522.140,2388.030,8147.850,8.424,392.000,39.100,23.372
33,67,642.640,1581.920,1397.590,21.610,553.870,2388.030,9074.830,47.210,521.480,2387.990,8143.200,8.427,392.000,39.110,23.405
33,68,642.430,1585.740,1389.390,21.610,554.720,2387.970,9064.090,47.240,522.660,2388.000,8151.730,8.375,392.000,38.990,23.473
33,69,642.100,1585.420,1405.190,21.610,553.780,2387.960,9065.640,47.200,522.020,2388.010,8149.720,8.368,394.000,38.910,23.360
33,70,641.690,1592.190,1397.870,21.610,554.390,2388.040,9067.550,47.310,522.540,2388.040,8147.100,8.383,392.000,39.120,23.423
33,71,642.210,1581.150,1397.430,21.610,554.120,2387.990,9067.320,47.070,522.450,2388.040,8146.210,8.421,392.000,38.990,23.444
33,72,642.350,1581.990,1395.390,21.610,554.750,2388.030,9062.210,47.240,522.720,2388.010,8140.420,8.395,391.000,39.120,23.383
33,73,642.160,1587.720,1403.880,21.610,553.730,2388.010,9062.020,47.340,522.550,2387.960,8145.340,8.429,392.000,39.100,23.522
33,74,642.090,1579.890,1400.880,21.610,554.370,2388.020,9060.390,47.250,522.840,2387.990,8144.880,8.388,392.000,39.060,23.363
33,75,642.000,1587.110,1393.020,21.610,554.190,2388.010,9058.790,47.160,522.200,2388.000,8146.120,8.397,391.000,39.080,23.353
33,76,641.910,1588.380,1394.830,21.610,554.310,2388.030,9067.520,47.180,522.290,2388.040,8142.070,8.376,391.000,39.050,23.312
33,77,642.660,1585.980,1403.680,21.600,554.970,2387.980,9062.060,47.290,521.660,2387.970,8144.720,8.365,390.000,39.180,23.465
33,78,642.620,1582.580,1397.840,21.610,554.960,2388.030,9071.950,47.200,522.810,2388.050,8141.950,8.427,391.000,38.980,23.477
33,79,642.180,1588.240,1408.210,21.610,553.820,2388.040,9056.810,47.210,522.410,2388.040,8140.470,8.412,392.000,39.010,23.443
33,80,642.430,1587.820,1396.600,21.610,554.520,2387.940,9060.190,47.090,522.620,2388.020,8144.690,8.413,391.000,38.840,23.401
33,81,641.860,1580.870,1404.980,21.610,554.020,2388.010,9055.190,47.300,522.460,2388.040,8148.990,8.367,391.000,38.970,23.420
33,82,641.900,1584.670,1396.360,21.610,553.650,2388.050,9061.600,47.250,522.160,2388.010,8146.280,8.373,390.000,39.140,23.485
33,83,641.950,1576.850,1392.430,21.610,553.870,2387.960,9051.130,47.010,522.850,2388.050,8146.700,8.418,393.000,38.980,23.383
33,84,642.530,1580.110,1399.740,21.610,554.810,2387.970,9060.870,47.150,523.230,2388.010,8142.150,8.413,393.000,39.070,23.471
33,85,642.940,1586.470,1401.000,21.610,554.430,2387.990,9069.370,47.370,522.200,2388.030,8149.580,8.400,392.000,38.890,23.389
33,86,642.330,1583.740,1398.290,21.610,553.880,2388.040,9060.340,47.250,522.360,2387.960,8147.400,8.399,389.000,38.890,23.461
33,87,641.880,1583.150,1399.510,21.610,555.040,2388.060,9060.790,47.270,522.420,2388.020,8143.580,8.390,391.000,39.070,23.457
33,88,642.750,1585.450,1394.730,21.610,554.730,2388.000,9063.990,47.400,522.080,2388.000,8148.880,8.411,392.000,39.080,23.434
33,89,642.110,1581.370,1393.070,21.610,554.110,2387.990,9053.550,47.340,522.010,2388.010,8151.550,8.414,392.000,38.930,23.377
33,90,641.750,1586.760,1401.330,21.610,554.140,2388.030,9062.750,47.300,521.860,2387.960,8145.510,8.429,393.000,38.870,23.382
33,91,642.590,1589.080,1407.340,21.610,554.780,2388.060,9059.710,47.380,522.150,2388.020,8141.210,8.452,392.000,38.750,23.333
33,92,642.090,1581.910,1396.030,21.610,554.370,2388.030,9060.550,47.510,522.210,2388.040,8148.060,8.395,391.000,38.900,23.512
33,93,642.640,1586.280,1409.200,21.610,554.660,2388.000,9059.150,47.260,522.360,2388.080,8148.710,8.426,392.000,38.970,23.502
33,94,642.290,1587.770,1405.530,21.610,553.880,2388.050,9061.920,47.200,522.400,2388.050,8146.750,8.409,391.000,38.950,23.347
33,95,641.990,1588.550,1394.990,21.610,553.950,2388.010,9070.240,47.280,522.150,2388.040,8146.670,8.379,392.000,38.990,23.411
33,96,642.250,1587.250,1408.730,21.610,554.460,2388.050,9056.810,47.230,522.950,2388.020,8144.140,8.393,392.000,39.010,23.302
33,97,642.250,1584.600,1404.520,21.610,554.240,2388.000,9058.240,47.260,522.660,2388.040,8140.520,8.392,392.000,39.170,23.473
33,98,642.740,1583.840,1399.480,21.610,554.330,2388.050,9064.920,47.150,522.770,2388.010,8143.900,8.401,392.000,38.970,23.301
33,99,642.240,1586.220,1404.670,21.610,554.730,2388.040,9063.400,47.320,521.830,2388.060,8149.850,8.395,393.000,39.010,23.363
33,100,642.220,1590.500,1398.460,21.610,553.990,2388.060,9060.020,47.130,521.560,2388.090,8143.880,8.386,391.000,38.940,23.337
33,101,642.510,1589.200,1405.510,21.610,554.040,2388.010,9063.120,47.270,521.910,2388.050,8145.330,8.422,393.000,38.730,23.400
33,102,642.000,1588.400,1398.280,21.610,554.590,2388.000,9063.250,47.320,522.300,2388.040,8149.530,8.380,390.000,38.920,23.465
33,103,641.420,1588.560,1394.590,21.600,555.000,2387.990,9047.150,47.250,522.150,2388.030,8143.360,8.426,390.000,38.950,23.374
33,104,642.720,1588.890,1411.720,21.610,554.050,2388.070,9061.610,47.350,521.900,2388.010,8144.490,8.447,393.000,39.110,23.420
33,105,642.120,1575.820,1406.510,21.610,554.760,2388.030,9059.630,47.350,522.130,2387.950,8138.590,8.416,392.000,38.850,23.324
33,106,642.750,1577.540,1401.660,21.600,554.810,2388.050,9063.330,47.320,522.230,2388.020,8142.780,8.450,391.000,39.200,23.347
33,107,642.060,1585.800,1402.850,21.610,553.910,2388.000,9059.680,47.570,521.920,2388.020,8143.940,8.415,393.000,38.980,23.407
33,108,642.290,1584.890,1399.920,21.610,554.950,2387.980,9059.470,47.290,522.320,2388.020,8139.310,8.412,392.000,38.920,23.321
33,109,642.190,1593.320,1393.350,21.610,554.120,2388.070,9063.070,47.410,522.560,2388.050,8138.680,8.408,391.000,39.160,23.339
33,110,642.030,1583.960,1401.540,21.610,553.950,2388.040,9065.500,47.260,521.940,2388.020,8141.960,8.420,393.000,38.810,23.378
33,111,642.840,1587.650,1402.300,21.610,553.650,2388.030,9060.350,47.320,522.300,2388.050,8142.230,8.400,392.000,38.880,23.386
33,112,642.250,1585.090,1406.790,21.610,554.080,2388.060,9065.310,47.270,522.110,2387.990,8145.400,8.440,392.000,39.030,23.416
33,113,642.100,1582.540,1398.170,21.610,554.950,2388.010,9065.050,47.120,522.300,2388.030,8143.440,8.409,393.000,38.990,23.389
33,114,641.910,1588.960,1397.610,21.610,554.110,2388.050,9062.220,47.370,522.090,2388.020,8143.190,8.434,392.000,38.800,23.333
33,115,642.440,1584.040,1400.390,21.610,554.420,2388.070,9055.500,47.330,521.590,2388.110,8143.170,8.421,393.000,38.980,23.281
33,116,642.400,1590.130,1409.900,21.610,553.410,2388.010,9065.710,47.370,522.450,2388.050,8146.090,8.437,392.000,39.010,23.418
33,117,642.000,1581.180,1395.670,21.610,554.550,2388.070,9068.070,47.510,521.200,2388.070,8142.760,8.416,392.000,38.980,23.389
33,118,642.450,1590.200,1398.770,21.610,553.860,2388.090,9063.520,47.270,522.300,2388.050,8150.830,8.434,393.000,39.050,23.483
33,119,642.230,1592.560,1406.670,21.610,553.640,2388.100,9059.740,47.400,521.960,2388.050,8137.930,8.468,392.000,38.800,23.387
33,120,641.970,1590.670,1403.040,21.610,553.840,2388.030,9060.000,47.270,522.170,2388.060,8144.600,8.441,392.000,38.720,23.445
33,121,641.900,1575.930,1405.730,21.610,553.760,2388.050,9059.340,47.380,522.000,2388.040,8149.140,8.410,392.000,38.950,23.368
33,122,642.440,1577.540,1396.890,21.610,553.560,2388.030,9064.370,47.420,522.020,2388.030,8142.190,8.417,394.000,38.740,23.266
33,123,642.470,1588.130,1407.060,21.610,553.480,2388.110,9047.540,47.310,521.780,2388.070,8144.720,8.394,393.000,38.720,23.314
33,124,642.340,1586.690,1393.510,21.610,553.600,2388.000,9070.330,47.400,521.430,2388.110,8139.380,8.409,393.000,38.860,23.345
33,125,642.400,1589.060,1404.380,21.610,554.050,2388.040,9064.540,47.400,521.950,2388.040,8145.460,8.408,392.000,38.930,23.385
33,126,641.660,1585.060,1401.680,21.610,553.840,2388.050,9062.330,47.390,522.220,2388.050,8138.460,8.411,393.000,39.010,23.424
33,127,642.840,1591.970,1405.090,21.610,553.810,2388.050,9057.490,47.320,522.060,2388.070,8138.190,8.423,393.000,38.900,23.350
33,128,642.080,1587.600,1395.300,21.610,553.720,2388.050,9067.120,47.390,522.250,2388.060,8139.410,8.432,392.000,38.810,23.317
33,129,642.470,1597.590,1400.480,21.610,553.690,2388.090,9064.580,47.460,522.370,2388.100,8145.050,8.421,391.000,38.940,23.359
33,130,642.080,1593.670,1400.830,21.610,554.380,2388.050,9065.580,47.420,522.190,2388.080,8144.660,8.412,391.000,38.910,23.350
33,131,641.820,1588.690,1401.320,21.610,553.810,2388.080,9057.970,47.390,521.430,2388.070,8146.390,8.420,392.000,38.860,23.260
33,132,642.500,1589.820,1411.110,21.610,554.060,2388.060,9047.440,47.400,521.780,2388.140,8140.340,8.447,390.000,39.140,23.389
33,133,642.900,1587.620,1409.010,21.610,554.460,2388.040,9062.260,47.520,521.880,2388.070,8142.350,8.454,394.000,38.880,23.270
33,134,642.570,1583.300,1397.330,21.610,553.660,2388.110,9061.550,47.520,521.350,2388.060,8131.160,8.422,393.000,38.780,23.336
33,135,642.440,1590.670,1409.440,21.610,553.760,2388.080,9061.680,47.550,521.550,2388.050,8143.160,8.430,393.000,38.930,23.326
33,136,642.350,1586.290,1409.180,21.610,553.690,2388.070,9064.840,47.360,521.510,2388.040,8147.410,8.412,394.000,39.050,23.392
33,137,642.380,1586.550,1410.890,21.610,553.960,2388.070,9063.590,47.450,521.950,2388.050,8141.510,8.431,391.000,39.000,23.351
33,138,643.210,1586.010,1399.660,21.610,553.670,2388.010,9063.170,47.430,521.570,2388.110,8145.960,8.416,392.000,39.070,23.233
33,139,642.600,1595.970,1405.250,21.610,554.050,2388.110,9063.630,47.180,521.700,2388.070,8147.890,8.441,393.000,39.080,23.379
33,140,642.780,1589.010,1404.710,21.610,553.670,2388.080,9064.690,47.530,521.560,2388.100,8143.130,8.427,393.000,38.800,23.250
33,141,642.830,1582.290,1396.380,21.610,552.460,2388.050,9059.450,47.280,521.780,2388.090,8144.220,8.467,393.000,38.720,23.378
33,142,642.300,1579.260,1407.960,21.610,553.870,2388.120,9064.140,47.300,521.790,2388.120,8136.870,8.441,392.000,38.640,23.413
33,143,642.800,1590.270,1404.110,21.610,553.800,2388.080,9061.460,47.500,522.150,2388.110,8145.750,8.436,393.000,38.980,23.292
33,144,642.850,1599.310,1406.630,21.600,553.560,2388.090,9061.460,47.540,521.240,2388.120,8138.690,8.413,393.000,38.680,23.284
33,145,642.750,1592.660,1405.420,21.610,553.180,2388.080,9058.980,47.450,521.510,2388.100,8137.800,8.452,394.000,38.880,23.327
33,146,642.440,1593.400,1404.110,21.610,553.760,2388.080,9059.350,47.370,521.620,2388.110,8139.560,8.446,392.000,38.720,23.335
33,147,643.150,1592.110,1414.580,21.610,552.260,2388.060,9063.750,47.490,521.760,2388.030,8142.850,8.451,392.000,38.920,23.250
33,148,642.540,1593.020,1412.250,21.610,553.350,2388.080,9058.110,47.670,521.520,2388.130,8141.120,8.421,395.000,38.950,23.260
33,149,642.960,1599.580,1416.690,21.610,553.650,2388.100,9058.610,47.500,521.570,2388.150,8140.970,8.460,393.000,38.960,23.348
33,150,642.920,1594.110,1402.330,21.610,553.100,2388.120,9065.570,47.490,521.300,2388.070,8137.850,8.427,394.000,38.920,23.281
33,151,642.330,1594.890,1407.800,21.610,553.720,2388.090,9057.040,47.660,521.540,2388.100,8136.520,8.428,394.000,38.820,23.323
33,152,642.470,1592.650,1412.920,21.610,553.480,2388.090,9059.640,47.710,521.200,2388.040,8135.870,8.484,393.000,38.900,23.278
33,153,642.540,1590.010,1404.380,21.610,553.680,2388.100,9060.190,47.700,521.580,2388.110,8139.510,8.426,393.000,38.870,23.338
33,154,642.640,1587.830,1407.670,21.610,553.830,2388.090,9059.200,47.570,521.040,2388.090,8140.630,8.437,395.000,38.860,23.299
33,155,643.150,1593.400,1412.880,21.610,553.220,2388.110,9055.660,47.520,521.130,2388.070,8140.410,8.446,394.000,38.660,23.150
33,156,642.400,1592.390,1404.420,21.610,553.420,2388.120,9069.840,47.600,521.350,2388.090,8138.400,8.457,393.000,38.820,23.281
33,157,642.270,1592.990,1405.440,21.610,553.510,2388.090,9063.120,47.510,521.520,2388.150,8141.140,8.461,392.000,38.850,23.294
33,158,643.190,1592.950,1408.690,21.610,552.250,2388.110,9063.710,47.620,521.290,2388.070,8146.360,8.497,393.000,38.820,23.319
33,159,643.090,1586.130,1417.080,21.610,552.740,2388.110,9063.790,47.520,521.110,2388.090,8137.790,8.459,392.000,38.840,23.183
33,160,643.040,1588.220,1413.000,21.610,553.360,2388.120,9053.620,47.800,521.270,2388.090,8132.060,8.452,393.000,38.770,23.244
33,161,642.420,1590.150,1409.570,21.610,553.320,2388.080,9057.020,47.450,521.130,2388.070,8141.350,8.459,393.000,38.920,23.226
33,162,643.210,1592.280,1408.670,21.610,553.610,2388.140,9051.170,47.670,521.360,2388.140,8135.030,8.441,393.000,38.590,23.174
33,163,642.690,1591.250,1403.350,21.610,553.330,2388.160,9057.840,47.650,521.350,2388.130,8140.530,8.509,393.000,38.680,23.295
33,164,642.810,1589.480,1410.760,21.610,553.240,2388.180,9066.530,47.600,520.920,2388.160,8134.230,8.429,394.000,38.860,23.231
33,165,642.370,1594.240,1415.130,21.610,552.430,2388.160,9062.210,47.710,520.750,2388.130,8139.500,8.493,395.000,38.660,23.244
33,166,642.760,1595.490,1408.810,21.610,552.990,2388.090,9062.460,47.670,520.980,2388.140,8137.780,8.489,395.000,38.800,23.218
33,167,643.220,1593.300,1413.930,21.610,553.210,2388.190,9063.200,47.730,520.310,2388.100,8136.570,8.456,394.000,38.540,23.116
33,168,642.560,1600.080,1418.790,21.610,553.810,2388.160,9052.540,47.600,520.670,2388.160,8140.980,8.437,393.000,38.740,23.295
33,169,642.770,1595.270,1411.550,21.610,552.500,2388.120,9052.520,47.710,520.490,2388.130,8134.120,8.472,395.000,38.780,23.310
33,170,642.650,1598.140,1418.980,21.610,552.780,2388.170,9062.470,47.760,520.370,2388.150,8136.840,8.460,393.000,38.850,23.342
33,171,642.860,1596.190,1414.740,21.610,552.850,2388.090,9062.330,47.750,520.920,2388.180,8133.150,8.496,395.000,38.790,23.190
33,172,643.430,1593.870,1418.880,21.610,552.750,2388.160,9055.750,47.710,520.820,2388.100,8132.370,8.449,393.000,38.830,23.180
33,173,642.960,1588.190,1415.070,21.610,552.860,2388.140,9052.690,47.690,521.210,2388.160,8134.630,8.447,394.000,38.620,23.247
33,174,642.950,1592.190,1419.950,21.610,552.510,2388.170,9058.330,47.690,520.380,2388.140,8136.270,8.450,394.000,38.530,23.201
33,175,642.630,1597.720,1415.620,21.610,552.160,2388.200,9054.730,47.900,520.840,2388.140,8135.530,8.475,392.000,38.690,23.289
33,176,643.540,1599.700,1424.100,21.610,553.220,2388.180,9061.740,47.820,520.750,2388.190,8134.390,8.435,392.000,38.810,23.242
33,177,642.360,1594.740,1417.090,21.610,552.550,2388.170,9055.230,47.680,521.040,2388.180,8137.090,8.512,395.000,38.570,23.043
33,178,643.370,1593.360,1424.290,21.610,552.990,2388.160,9055.400,47.720,521.080,2388.190,8132.410,8.485,394.000,38.720,23.240
33,179,642.670,1598.580,1419.150,21.610,552.440,2388.200,9057.650,47.790,520.400,2388.180,8135.190,8.459,394.000,38.610,23.213
33,180,642.840,1596.840,1419.130,21.610,553.020,2388.170,9059.770,47.950,521.110,2388.140,8128.650,8.489,394.000,38.850,23.227
33,181,642.870,1597.810,1424.440,21.610,551.880,2388.150,9058.790,48.020,520.860,2388.190,8138.050,8.512,395.000,38.690,23.214
33,182,642.730,1594.450,1416.240,21.610,552.650,2388.200,9059.320,47.680,520.410,2388.200,8135.350,8.510,393.000,38.680,23.204
33,183,643.100,1598.030,1425.090,21.610,552.180,2388.170,9056.140,47.990,520.590,2388.200,8137.660,8.507,395.000,38.650,23.123
33,184,643.060,1595.030,1415.140,21.610,551.380,2388.210,9055.460,47.830,520.100,2388.150,8134.330,8.462,395.000,38.640,23.237
33,185,643.030,1595.020,1419.460,21.610,552.200,2388.160,9059.540,47.960,520.350,2388.190,8133.390,8.491,393.000,38.440,23.275
33,186,643.060,1602.980,1424.520,21.610,551.920,2388.220,9059.890,47.840,520.780,2388.230,8140.410,8.467,395.000,38.680,23.237
33,187,642.960,1596.190,1421.340,21.610,551.400,2388.240,9063.760,48.000,520.090,2388.190,8131.430,8.520,395.000,38.590,23.180
33,188,643.330,1593.440,1422.770,21.610,552.160,2388.250,9059.520,48.080,519.980,2388.160,8137.090,8.477,395.000,38.600,23.156
33,189,643.040,1590.440,1418.350,21.610,550.750,2388.230,9052.340,48.030,520.660,2388.240,8127.800,8.496,395.000,38.480,23.175
33,190,643.450,1598.220,1423.760,21.610,551.560,2388.250,9059.600,48.030,519.740,2388.220,8131.180,8.543,396.000,38.530,23.232
33,191,643.160,1600.370,1422.060,21.610,551.250,2388.220,9057.100,47.800,520.010,2388.240,8134.850,8.541,394.000,38.810,23.167
33,192,643.200,1598.730,1431.430,21.610,552.280,2388.230,9055.020,47.880,520.260,2388.230,8128.790,8.489,395.000,38.550,23.021
33,193,643.080,1596.420,1424.340,21.610,551.480,2388.260,9057.220,48.030,520.130,2388.220,8132.200,8.541,394.000,38.540,23.172
33,194,644.050,1590.050,1428.520,21.610,552.280,2388.240,9055.520,48.250,519.780,2388.270,8127.170,8.446,398.000,38.570,23.080
33,195,643.540,1599.440,1431.920,21.610,551.550,2388.230,9049.650,47.990,519.770,2388.220,8131.420,8.501,396.000,38.520,23.089
33,196,643.650,1605.260,1425.130,21.610,551.360,2388.230,9054.900,48.270,519.360,2388.320,8131.230,8.494,396.000,38.580,23.058
33,197,643.370,1599.960,1431.020,21.610,551.360,2388.280,9060.970,48.140,519.700,2388.310,8125.330,8.511,396.000,38.380,23.053
33,198,643.550,1601.520,1429.850,21.610,551.220,2388.290,9049.790,48.130,519.380,2388.280,8129.450,8.544,396.000,38.420,23.066
33,199,643.970,1601.620,1425.200,21.610,551.060,2388.320,9059.430,48.160,519.710,2388.260,8125.970,8.551,395.000,38.400,22.953
33,200,643.930,1605.510,1433.490,21.610,551.280,2388.230,9050.890,48.280,519.810,2388.310,8127.700,8.515,397.000,38.420,22.986
34,1,642.440,1586.840,1407.900,21.610,553.560,2388.070,9058.320,47.330,521.540,2388.070,8143.400,8.425,392.000,38.760,23.242
34,2,642.160,1585.430,1404.510,21.610,553.620,2388.120,9063.240,47.140,521.200,2387.990,8143.090,8.400,394.000,38.800,23.277
34,3,642.870,1587.980,1403.070,21.610,554.760,2388.070,9059.400,47.360,521.650,2388.080,8138.500,8.429,392.000,39.060,23.237
34,4,642.220,1591.590,1400.730,21.610,553.860,2388.140,9054.090,47.560,521.940,2388.080,8139.790,8.423,394.000,38.930,23.372
34,5,641.690,1590.080,1404.550,21.610,554.340,2388.070,9049.740,47.580,521.990,2388.120,8138.640,8.409,392.000,38.780,23.257
34,6,642.100,1591.540,1409.350,21.610,554.030,2388.030,9057.650,47.370,521.910,2388.060,8140.770,8.409,394.000,38.920,23.390
34,7,642.830,1587.080,1403.870,21.610,553.570,2388.080,9060.150,47.290,521.680,2388.010,8138.340,8.445,393.000,38.850,23.432
34,8,642.410,1579.100,1401.760,21.610,553.760,2388.120,9053.280,47.320,521.630,2388.070,8134.380,8.429,390.000,38.900,23.303
34,9,642.630,1589.510,1405.360,21.610,553.660,2388.100,9062.060,47.550,521.820,2388.040,8140.720,8.417,392.000,38.930,23.436
34,10,642.770,1589.450,1401.620,21.610,554.330,2388.060,9057.700,47.300,521.150,2388.030,8134.580,8.414,393.000,38.930,23.339
34,11,642.810,1594.280,1408.710,21.610,553.930,2388.080,9056.480,47.620,521.550,2388.080,8132.440,8.425,393.000,38.720,23.258
34,12,642.960,1580.190,1405.500,21.610,554.060,2388.050,9063.230,47.580,521.370,2388.110,8134.780,8.460,391.000,38.770,23.270
34,13,641.800,1589.150,1406.610,21.610,554.030,2388.070,9066.110,47.230,521.280,2388.040,8140.990,8.430,394.000,38.880,23.332
34,14,642.140,1589.910,1407.890,21.610,553.930,2388.090,9062.290,47.560,522.320,2388.100,8139.320,8.443,394.000,38.800,23.259
34,15,642.550,1593.950,1410.940,21.610,554.520,2388.030,9059.180,47.240,521.840,2388.120,8138.500,8.435,394.000,38.900,23.302
34,16,642.410,1582.810,1393.390,21.610,553.280,2388.090,9061.950,47.340,521.660,2388.060,8138.610,8.439,393.000,38.830,23.349
34,17,642.340,1582.900,1411.030,21.610,552.750,2388.090,9059.530,47.400,521.960,2388.090,8141.710,8.430,391.000,38.850,23.410
34,18,642.160,1590.360,1406.150,21.610,553.350,2388.050,9051.310,47.250,522.210,2388.060,8133.080,8.441,393.000,38.710,23.262
34,19,642.810,1582.260,1407.360,21.610,554.110,2388.070,9062.650,47.480,521.710,2388.070,8144.160,8.430,392.000,38.860,23.304
34,20,642.800,1593.160,1411.010,21.610,553.860,2388.050,9054.320,47.300,522.180,2388.100,8137.770,8.454,391.000,38.870,23.297
34,21,642.610,1595.560,1411.060,21.610,553.890,2388.080,9050.340,47.360,521.490,2388.070,8138.260,8.421,393.000,38.840,23.310
34,22,642.550,1597.600,1400.880,21.610,553.720,2388.040,9062.390,47.310,521.440,2388.070,8135.660,8.453,392.000,38.880,23.284
34,23,642.620,1581.630,1399.940,21.610,553.260,2388.060,9056.450,47.380,522.000,2388.090,8140.030,8.440,391.000,38.900,23.394
34,24,642.810,1587.330,1407.670,21.610,553.410,2388.060,9062.280,47.540,521.170,2388.100,8141.390,8.428,392.000,38.910,23.341
34,25,642.050,1595.390,1409.690,21.610,553.110,2388.160,9049.940,47.360,521.910,2388.060,8135.630,8.401,392.000,38.820,23.122
34,26,642.770,1589.520,1399.660,21.610,554.170,2388.070,9062.430,47.370,521.890,2388.150,8139.210,8.427,393.000,38.740,23.333
34,27,642.680,1590.230,1409.370,21.610,554.330,2388.080,9058.080,47.660,521.700,2388.020,8138.230,8.413,394.000,38.980,23.358
34,28,642.630,1592.380,1405.910,21.610,553.700,2388.080,9060.690,47.370,522.000,2388.070,8139.310,8.431,392.000,38.860,23.411
34,29,642.190,1587.720,1405.950,21.610,554.040,2388.050,9051.730,47.520,521.750,2388.040,8135.500,8.478,393.000,38.890,23.398
34,30,642.390,1592.080,1413.570,21.610,554.300,2388.070,9064.830,47.300,521.870,2388.020,8137.810,8.423,394.000,38.900,23.322
34,31,642.080,1587.700,1406.340,21.610,553.520,2388.110,9052.280,47.580,521.410,2388.100,8142.860,8.435,392.000,38.860,23.424
34,32,642.580,1588.790,1412.950,21.610,553.530,2388.020,9064.110,47.570,521.570,2388.060,8138.130,8.435,392.000,38.950,23.194
34,33,642.220,1586.020,1400.520,21.610,554.390,2388.080,9055.780,47.330,521.650,2388.080,8142.240,8.412,393.000,38.790,23.249
34,34,642.450,1582.580,1405.640,21.610,553.910,2388.070,9056.630,47.370,521.540,2388.070,8137.420,8.432,394.000,38.800,23.337
